Untitled report
"November 1, 2025 - November 30, 2025"
Campaign,Day,Gender,Age,Currency code,Cost,Impr.,Clicks
ME_Search_|_Oct_25,2025-11-10,Unknown,18 - 24,INR,0.00,5,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-10,Female,18 - 24,INR,274.04,"2,820",101
PRO_Search_|_Oct_25,2025-11-10,Male,25 - 34,INR,1068.49,"1,127",54
PRO_Search_|_Oct_25,2025-11-10,Female,25 - 34,INR,1988.00,"2,447",75
PRO_Search_|_Oct_25,2025-11-10,Unknown,25 - 34,INR,48.81,8,2
ME_Search_|_Oct_25,2025-11-10,Male,25 - 34,INR,1221.82,"10,456",176
ME_Search_|_Oct_25,2025-11-10,Female,25 - 34,INR,1051.88,"9,332",146
ME_Search_|_Oct_25,2025-11-10,Unknown,25 - 34,INR,0.00,15,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-10,Female,25 - 34,INR,773.61,"7,319",277
PRO_Search_|_Oct_25,2025-11-10,Male,35 - 44,INR,169.44,556,15
PRO_Search_|_Oct_25,2025-11-10,Female,35 - 44,INR,505.75,729,27
PRO_Search_|_Oct_25,2025-11-10,Unknown,35 - 44,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-10,Male,35 - 44,INR,422.40,"5,034",64
ME_Search_|_Oct_25,2025-11-10,Female,35 - 44,INR,568.68,"4,218",84
ME_Search_|_Oct_25,2025-11-10,Unknown,35 - 44,INR,0.00,3,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-10,Female,35 - 44,INR,257.86,"2,938",97
PRO_Search_|_Oct_25,2025-11-10,Male,45 - 54,INR,88.64,168,5
PRO_Search_|_Oct_25,2025-11-10,Female,45 - 54,INR,34.51,212,5
PRO_Search_|_Oct_25,2025-11-10,Unknown,45 - 54,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-10,Male,45 - 54,INR,226.68,"1,725",37
ME_Search_|_Oct_25,2025-11-10,Female,45 - 54,INR,171.89,"1,166",25
ME_Search_|_Oct_25,2025-11-10,Unknown,45 - 54,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-10,Male,55 - 64,INR,68.08,52,3
PRO_Search_|_Oct_25,2025-11-10,Female,55 - 64,INR,15.98,51,1
ME_Search_|_Oct_25,2025-11-10,Male,55 - 64,INR,76.81,648,9
ME_Search_|_Oct_25,2025-11-10,Female,55 - 64,INR,30.11,288,5
PRO_Search_|_Oct_25,2025-11-10,Male,65+,INR,0.00,32,0
PRO_Search_|_Oct_25,2025-11-10,Female,65+,INR,54.86,20,3
PRO_Search_|_Oct_25,2025-11-10,Unknown,65+,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-10,Male,65+,INR,42.98,435,6
ME_Search_|_Oct_25,2025-11-10,Female,65+,INR,17.78,164,4
ME_Search_|_Oct_25,2025-11-10,Unknown,65+,INR,0.00,4,0
PRO_Search_|_Oct_25,2025-11-10,Male,Unknown,INR,0.00,6,0
PRO_Search_|_Oct_25,2025-11-10,Female,Unknown,INR,18.12,6,1
PRO_Search_|_Oct_25,2025-11-10,Unknown,Unknown,INR,2386.79,"3,101",105
ME_Search_|_Oct_25,2025-11-10,Male,Unknown,INR,0.00,33,0
ME_Search_|_Oct_25,2025-11-10,Female,Unknown,INR,10.95,33,1
ME_Search_|_Oct_25,2025-11-10,Unknown,Unknown,INR,1471.06,"18,140",208
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-10,Female,Unknown,INR,0.00,6,0
PRO_Search_|_Oct_25,2025-11-11,Male,18 - 24,INR,381.20,211,29
PRO_Search_|_Oct_25,2025-11-11,Female,18 - 24,INR,450.72,444,39
ME_Search_|_Oct_25,2025-11-11,Male,18 - 24,INR,825.98,"8,268",115
ME_Search_|_Oct_25,2025-11-11,Female,18 - 24,INR,800.22,"7,957",109
ME_Search_|_Oct_25,2025-11-11,Unknown,18 - 24,INR,0.00,10,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-11,Female,18 - 24,INR,272.86,"2,484",98
PRO_Search_|_Oct_25,2025-11-11,Male,25 - 34,INR,290.69,290,35
PRO_Search_|_Oct_25,2025-11-11,Female,25 - 34,INR,779.37,670,57
ME_Search_|_Oct_25,2025-11-11,Male,25 - 34,INR,1151.69,"11,469",170
ME_Search_|_Oct_25,2025-11-11,Female,25 - 34,INR,1204.25,"10,634",178
ME_Search_|_Oct_25,2025-11-11,Unknown,25 - 34,INR,11.13,11,1
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-11,Female,25 - 34,INR,727.64,"7,017",264
PRO_Search_|_Oct_25,2025-11-11,Male,35 - 44,INR,130.20,149,17
PRO_Search_|_Oct_25,2025-11-11,Female,35 - 44,INR,329.12,235,18
ME_Search_|_Oct_25,2025-11-11,Male,35 - 44,INR,438.25,"5,272",80
ME_Search_|_Oct_25,2025-11-11,Female,35 - 44,INR,416.55,"4,770",74
ME_Search_|_Oct_25,2025-11-11,Unknown,35 - 44,INR,0.00,11,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-11,Female,35 - 44,INR,191.65,"2,843",70
PRO_Search_|_Oct_25,2025-11-11,Male,45 - 54,INR,26.93,50,3
PRO_Search_|_Oct_25,2025-11-11,Female,45 - 54,INR,89.18,52,7
ME_Search_|_Oct_25,2025-11-11,Male,45 - 54,INR,215.62,"1,962",30
ME_Search_|_Oct_25,2025-11-11,Female,45 - 54,INR,217.75,"1,210",27
PRO_Search_|_Oct_25,2025-11-11,Male,55 - 64,INR,0.00,10,0
PRO_Search_|_Oct_25,2025-11-11,Female,55 - 64,INR,0.68,9,2
ME_Search_|_Oct_25,2025-11-11,Male,55 - 64,INR,80.52,697,16
ME_Search_|_Oct_25,2025-11-11,Female,55 - 64,INR,28.03,379,7
ME_Search_|_Oct_25,2025-11-11,Unknown,55 - 64,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-11,Male,65+,INR,0.00,3,0
PRO_Search_|_Oct_25,2025-11-11,Female,65+,INR,10.71,3,1
ME_Search_|_Oct_25,2025-11-11,Male,65+,INR,48.44,499,8
ME_Search_|_Oct_25,2025-11-11,Female,65+,INR,4.66,210,2
ME_Search_|_Oct_25,2025-11-11,Unknown,65+,INR,0.00,1,0
PRO_Search_|_Oct_25,2025-11-11,Male,Unknown,INR,0.00,6,0
PRO_Search_|_Oct_25,2025-11-11,Female,Unknown,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-11,Unknown,Unknown,INR,1281.19,960,98
ME_Search_|_Oct_25,2025-11-11,Male,Unknown,INR,0.00,34,0
ME_Search_|_Oct_25,2025-11-11,Female,Unknown,INR,0.00,37,0
ME_Search_|_Oct_25,2025-11-11,Unknown,Unknown,INR,1560.25,"18,961",218
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-11,Female,Unknown,INR,0.00,9,0
PRO_Search_|_Oct_25,2025-11-12,Male,18 - 24,INR,427.43,188,25
PRO_Search_|_Oct_25,2025-11-12,Female,18 - 24,INR,575.93,469,55
ME_Search_|_Oct_25,2025-11-12,Male,18 - 24,INR,947.22,"11,428",125
ME_Search_|_Oct_25,2025-11-12,Female,18 - 24,INR,613.55,"9,516",94
ME_Search_|_Oct_25,2025-11-12,Unknown,18 - 24,INR,0.00,12,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-12,Female,18 - 24,INR,248.56,"2,183",92
PRO_Search_|_Oct_25,2025-11-12,Male,25 - 34,INR,602.55,381,53
PRO_Search_|_Oct_25,2025-11-12,Female,25 - 34,INR,682.89,719,66
PRO_Search_|_Oct_25,2025-11-12,Unknown,25 - 34,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-12,Male,25 - 34,INR,1007.96,"14,884",158
ME_Search_|_Oct_25,2025-11-12,Female,25 - 34,INR,1220.32,"13,730",192
ME_Search_|_Oct_25,2025-11-12,Unknown,25 - 34,INR,0.00,23,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-12,Female,25 - 34,INR,698.39,"6,062",254
PRO_Search_|_Oct_25,2025-11-12,Male,35 - 44,INR,276.63,149,21
PRO_Search_|_Oct_25,2025-11-12,Female,35 - 44,INR,389.60,254,32
PRO_Search_|_Oct_25,2025-11-12,Unknown,35 - 44,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-12,Male,35 - 44,INR,445.71,"7,334",90
ME_Search_|_Oct_25,2025-11-12,Female,35 - 44,INR,511.87,"6,098",83
ME_Search_|_Oct_25,2025-11-12,Unknown,35 - 44,INR,5.03,9,1
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-12,Female,35 - 44,INR,215.51,"2,515",77
PRO_Search_|_Oct_25,2025-11-12,Male,45 - 54,INR,26.77,35,3
PRO_Search_|_Oct_25,2025-11-12,Female,45 - 54,INR,110.55,69,5
ME_Search_|_Oct_25,2025-11-12,Male,45 - 54,INR,200.79,"2,743",39
ME_Search_|_Oct_25,2025-11-12,Female,45 - 54,INR,77.81,"1,779",20
ME_Search_|_Oct_25,2025-11-12,Unknown,45 - 54,INR,0.00,11,0
PRO_Search_|_Oct_25,2025-11-12,Male,55 - 64,INR,62.84,21,3
PRO_Search_|_Oct_25,2025-11-12,Female,55 - 64,INR,62.72,18,4
ME_Search_|_Oct_25,2025-11-12,Male,55 - 64,INR,82.78,962,18
ME_Search_|_Oct_25,2025-11-12,Female,55 - 64,INR,14.01,478,5
PRO_Search_|_Oct_25,2025-11-12,Male,65+,INR,17.30,5,3
PRO_Search_|_Oct_25,2025-11-12,Female,65+,INR,0.34,6,1
ME_Search_|_Oct_25,2025-11-12,Male,65+,INR,94.80,606,11
ME_Search_|_Oct_25,2025-11-12,Female,65+,INR,21.67,315,4
ME_Search_|_Oct_25,2025-11-12,Unknown,65+,INR,0.00,1,0
PRO_Search_|_Oct_25,2025-11-12,Male,Unknown,INR,0.00,1,0
PRO_Search_|_Oct_25,2025-11-12,Female,Unknown,INR,0.00,3,0
PRO_Search_|_Oct_25,2025-11-12,Unknown,Unknown,INR,1167.12,955,100
ME_Search_|_Oct_25,2025-11-12,Male,Unknown,INR,28.14,55,3
ME_Search_|_Oct_25,2025-11-12,Female,Unknown,INR,0.00,42,0
ME_Search_|_Oct_25,2025-11-12,Unknown,Unknown,INR,1733.94,"25,212",252
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-12,Female,Unknown,INR,0.00,5,0
PRO_Search_|_Oct_25,2025-11-13,Male,18 - 24,INR,292.32,309,23
PRO_Search_|_Oct_25,2025-11-13,Female,18 - 24,INR,499.42,596,42
ME_Search_|_Oct_25,2025-11-13,Male,18 - 24,INR,727.26,"13,150",120
ME_Search_|_Oct_25,2025-11-13,Female,18 - 24,INR,752.26,"11,194",105
ME_Search_|_Oct_25,2025-11-13,Unknown,18 - 24,INR,0.00,10,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-13,Female,18 - 24,INR,206.24,"1,716",71
PRO_Search_|_Oct_25,2025-11-13,Male,25 - 34,INR,459.19,471,52
PRO_Search_|_Oct_25,2025-11-13,Female,25 - 34,INR,949.66,976,70
PRO_Search_|_Oct_25,2025-11-13,Unknown,25 - 34,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-13,Male,25 - 34,INR,1036.67,"17,871",184
ME_Search_|_Oct_25,2025-11-13,Female,25 - 34,INR,1153.26,"15,704",185
ME_Search_|_Oct_25,2025-11-13,Unknown,25 - 34,INR,0.00,19,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-13,Female,25 - 34,INR,561.16,"4,873",193
PRO_Search_|_Oct_25,2025-11-13,Male,35 - 44,INR,186.84,205,17
PRO_Search_|_Oct_25,2025-11-13,Female,35 - 44,INR,309.38,275,19
PRO_Search_|_Oct_25,2025-11-13,Unknown,35 - 44,INR,0.00,2,0
ME_Search_|_Oct_25,2025-11-13,Male,35 - 44,INR,629.55,"9,316",114
ME_Search_|_Oct_25,2025-11-13,Female,35 - 44,INR,526.68,"7,696",92
ME_Search_|_Oct_25,2025-11-13,Unknown,35 - 44,INR,0.00,26,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-13,Female,35 - 44,INR,195.26,"2,124",65
PRO_Search_|_Oct_25,2025-11-13,Male,45 - 54,INR,57.62,91,5
PRO_Search_|_Oct_25,2025-11-13,Female,45 - 54,INR,38.51,77,3
ME_Search_|_Oct_25,2025-11-13,Male,45 - 54,INR,276.95,"3,318",46
ME_Search_|_Oct_25,2025-11-13,Female,45 - 54,INR,153.43,"2,027",35
ME_Search_|_Oct_25,2025-11-13,Unknown,45 - 54,INR,0.00,10,0
PRO_Search_|_Oct_25,2025-11-13,Male,55 - 64,INR,77.61,32,2
PRO_Search_|_Oct_25,2025-11-13,Female,55 - 64,INR,0.00,20,0
ME_Search_|_Oct_25,2025-11-13,Male,55 - 64,INR,46.45,"1,089",10
ME_Search_|_Oct_25,2025-11-13,Female,55 - 64,INR,23.49,578,4
PRO_Search_|_Oct_25,2025-11-13,Male,65+,INR,1.07,16,2
PRO_Search_|_Oct_25,2025-11-13,Female,65+,INR,13.43,12,2
ME_Search_|_Oct_25,2025-11-13,Male,65+,INR,100.89,804,14
ME_Search_|_Oct_25,2025-11-13,Female,65+,INR,30.06,369,10
ME_Search_|_Oct_25,2025-11-13,Unknown,65+,INR,0.00,1,0
PRO_Search_|_Oct_25,2025-11-13,Male,Unknown,INR,0.00,5,0
PRO_Search_|_Oct_25,2025-11-13,Female,Unknown,INR,0.00,3,0
PRO_Search_|_Oct_25,2025-11-13,Unknown,Unknown,INR,1545.53,"1,441",107
ME_Search_|_Oct_25,2025-11-13,Male,Unknown,INR,20.80,66,4
ME_Search_|_Oct_25,2025-11-13,Female,Unknown,INR,0.00,35,0
ME_Search_|_Oct_25,2025-11-13,Unknown,Unknown,INR,1549.87,"28,067",245
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-13,Female,Unknown,INR,0.00,4,0
PRO_Search_|_Oct_25,2025-11-14,Male,18 - 24,INR,122.27,388,20
PRO_Search_|_Oct_25,2025-11-14,Female,18 - 24,INR,567.77,966,53
PRO_Search_|_Oct_25,2025-11-14,Unknown,18 - 24,INR,0.34,1,1
ME_Search_|_Oct_25,2025-11-14,Male,18 - 24,INR,243.29,952,18
ME_Search_|_Oct_25,2025-11-14,Female,18 - 24,INR,269.32,854,30
ME_Search_|_Oct_25,2025-11-14,Unknown,18 - 24,INR,0.00,3,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-14,Female,18 - 24,INR,181.95,"2,078",67
PRO_Search_|_Oct_25,2025-11-14,Male,25 - 34,INR,624.56,779,58
PRO_Search_|_Oct_25,2025-11-14,Female,25 - 34,INR,1021.02,"1,450",102
ME_Search_|_Oct_25,2025-11-14,Male,25 - 34,INR,323.40,"1,305",24
ME_Search_|_Oct_25,2025-11-14,Female,25 - 34,INR,598.66,"1,203",50
ME_Search_|_Oct_25,2025-11-14,Unknown,25 - 34,INR,0.00,2,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-14,Female,25 - 34,INR,686.28,"6,027",245
PRO_Search_|_Oct_25,2025-11-14,Male,35 - 44,INR,262.35,398,28
PRO_Search_|_Oct_25,2025-11-14,Female,35 - 44,INR,303.99,493,28
PRO_Search_|_Oct_25,2025-11-14,Unknown,35 - 44,INR,0.00,3,0
ME_Search_|_Oct_25,2025-11-14,Male,35 - 44,INR,256.83,540,20
ME_Search_|_Oct_25,2025-11-14,Female,35 - 44,INR,140.99,437,14
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-14,Female,35 - 44,INR,215.58,"2,729",78
PRO_Search_|_Oct_25,2025-11-14,Male,45 - 54,INR,36.68,131,3
PRO_Search_|_Oct_25,2025-11-14,Female,45 - 54,INR,76.26,152,10
ME_Search_|_Oct_25,2025-11-14,Male,45 - 54,INR,91.24,230,7
ME_Search_|_Oct_25,2025-11-14,Female,45 - 54,INR,104.93,137,11
ME_Search_|_Oct_25,2025-11-14,Unknown,45 - 54,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-14,Male,55 - 64,INR,13.56,51,2
PRO_Search_|_Oct_25,2025-11-14,Female,55 - 64,INR,68.27,33,5
ME_Search_|_Oct_25,2025-11-14,Male,55 - 64,INR,3.58,68,1
ME_Search_|_Oct_25,2025-11-14,Female,55 - 64,INR,0.00,40,0
PRO_Search_|_Oct_25,2025-11-14,Male,65+,INR,0.00,27,0
PRO_Search_|_Oct_25,2025-11-14,Female,65+,INR,0.00,14,0
ME_Search_|_Oct_25,2025-11-14,Male,65+,INR,25.55,41,3
ME_Search_|_Oct_25,2025-11-14,Female,65+,INR,0.00,15,0
PRO_Search_|_Oct_25,2025-11-14,Male,Unknown,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-14,Female,Unknown,INR,0.00,8,0
PRO_Search_|_Oct_25,2025-11-14,Unknown,Unknown,INR,967.44,"1,921",92
ME_Search_|_Oct_25,2025-11-14,Male,Unknown,INR,0.00,5,0
ME_Search_|_Oct_25,2025-11-14,Female,Unknown,INR,0.00,6,0
ME_Search_|_Oct_25,2025-11-14,Unknown,Unknown,INR,725.20,"3,460",64
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-14,Female,Unknown,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-15,Male,18 - 24,INR,211.38,263,19
PRO_Search_|_Oct_25,2025-11-15,Female,18 - 24,INR,401.29,622,48
ME_Search_|_Oct_25,2025-11-15,Male,18 - 24,INR,48.04,99,7
ME_Search_|_Oct_25,2025-11-15,Female,18 - 24,INR,168.43,193,17
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-15,Female,18 - 24,INR,190.51,"1,745",72
PRO_Search_|_Oct_25,2025-11-15,Male,25 - 34,INR,815.41,559,76
PRO_Search_|_Oct_25,2025-11-15,Female,25 - 34,INR,736.61,"1,149",86
PRO_Search_|_Oct_25,2025-11-15,Unknown,25 - 34,INR,28.02,1,2
ME_Search_|_Oct_25,2025-11-15,Male,25 - 34,INR,379.51,175,27
ME_Search_|_Oct_25,2025-11-15,Female,25 - 34,INR,457.09,331,37
ME_Search_|_Oct_25,2025-11-15,Unknown,25 - 34,INR,0.00,1,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-15,Female,25 - 34,INR,558.53,"5,004",208
PRO_Search_|_Oct_25,2025-11-15,Male,35 - 44,INR,232.52,255,27
PRO_Search_|_Oct_25,2025-11-15,Female,35 - 44,INR,244.51,370,31
PRO_Search_|_Oct_25,2025-11-15,Unknown,35 - 44,INR,0.00,2,0
ME_Search_|_Oct_25,2025-11-15,Male,35 - 44,INR,201.34,103,15
ME_Search_|_Oct_25,2025-11-15,Female,35 - 44,INR,378.27,117,17
ME_Search_|_Oct_25,2025-11-15,Unknown,35 - 44,INR,0.00,1,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-15,Female,35 - 44,INR,186.42,"2,208",72
PRO_Search_|_Oct_25,2025-11-15,Male,45 - 54,INR,54.73,87,5
PRO_Search_|_Oct_25,2025-11-15,Female,45 - 54,INR,46.88,95,9
ME_Search_|_Oct_25,2025-11-15,Male,45 - 54,INR,32.28,41,2
ME_Search_|_Oct_25,2025-11-15,Female,45 - 54,INR,36.43,26,2
PRO_Search_|_Oct_25,2025-11-15,Male,55 - 64,INR,14.16,35,1
PRO_Search_|_Oct_25,2025-11-15,Female,55 - 64,INR,86.58,26,3
ME_Search_|_Oct_25,2025-11-15,Male,55 - 64,INR,10.84,18,1
ME_Search_|_Oct_25,2025-11-15,Female,55 - 64,INR,37.52,9,2
PRO_Search_|_Oct_25,2025-11-15,Male,65+,INR,12.99,17,1
PRO_Search_|_Oct_25,2025-11-15,Female,65+,INR,7.02,15,1
ME_Search_|_Oct_25,2025-11-15,Male,65+,INR,0.00,4,0
ME_Search_|_Oct_25,2025-11-15,Female,65+,INR,0.00,6,0
PRO_Search_|_Oct_25,2025-11-15,Male,Unknown,INR,0.00,3,0
PRO_Search_|_Oct_25,2025-11-15,Female,Unknown,INR,15.42,2,1
PRO_Search_|_Oct_25,2025-11-15,Unknown,Unknown,INR,1193.81,"1,409",109
ME_Search_|_Oct_25,2025-11-15,Female,Unknown,INR,0.00,4,0
ME_Search_|_Oct_25,2025-11-15,Unknown,Unknown,INR,705.66,705,55
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-15,Female,Unknown,INR,0.00,6,0
PRO_Search_|_Oct_25,2025-11-16,Male,18 - 24,INR,140.13,237,30
PRO_Search_|_Oct_25,2025-11-16,Female,18 - 24,INR,273.08,656,55
ME_Search_|_Oct_25,2025-11-16,Male,18 - 24,INR,248.94,120,18
ME_Search_|_Oct_25,2025-11-16,Female,18 - 24,INR,316.01,318,27
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-16,Female,18 - 24,INR,183.47,"1,720",63
PRO_Search_|_Oct_25,2025-11-16,Male,25 - 34,INR,369.31,480,37
PRO_Search_|_Oct_25,2025-11-16,Female,25 - 34,INR,830.47,880,96
PRO_Search_|_Oct_25,2025-11-16,Unknown,25 - 34,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-16,Male,25 - 34,INR,570.59,250,34
ME_Search_|_Oct_25,2025-11-16,Female,25 - 34,INR,1248.11,526,79
ME_Search_|_Oct_25,2025-11-16,Unknown,25 - 34,INR,0.00,2,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-16,Female,25 - 34,INR,550.41,"4,554",187
PRO_Search_|_Oct_25,2025-11-16,Male,35 - 44,INR,266.07,192,24
PRO_Search_|_Oct_25,2025-11-16,Female,35 - 44,INR,167.05,275,25
ME_Search_|_Oct_25,2025-11-16,Male,35 - 44,INR,362.59,144,16
ME_Search_|_Oct_25,2025-11-16,Female,35 - 44,INR,391.40,164,15
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-16,Female,35 - 44,INR,188.74,"2,081",66
PRO_Search_|_Oct_25,2025-11-16,Male,45 - 54,INR,64.75,52,5
PRO_Search_|_Oct_25,2025-11-16,Female,45 - 54,INR,25.74,62,4
ME_Search_|_Oct_25,2025-11-16,Male,45 - 54,INR,0.00,22,0
ME_Search_|_Oct_25,2025-11-16,Female,45 - 54,INR,108.31,60,7
PRO_Search_|_Oct_25,2025-11-16,Male,55 - 64,INR,4.51,24,3
PRO_Search_|_Oct_25,2025-11-16,Female,55 - 64,INR,21.27,11,2
ME_Search_|_Oct_25,2025-11-16,Male,55 - 64,INR,31.42,19,2
ME_Search_|_Oct_25,2025-11-16,Female,55 - 64,INR,8.72,8,1
PRO_Search_|_Oct_25,2025-11-16,Male,65+,INR,8.96,3,1
PRO_Search_|_Oct_25,2025-11-16,Female,65+,INR,0.00,4,0
ME_Search_|_Oct_25,2025-11-16,Male,65+,INR,0.00,14,0
ME_Search_|_Oct_25,2025-11-16,Female,65+,INR,0.00,4,0
PRO_Search_|_Oct_25,2025-11-16,Male,Unknown,INR,0.12,6,1
PRO_Search_|_Oct_25,2025-11-16,Female,Unknown,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-16,Unknown,Unknown,INR,866.01,"1,188",91
ME_Search_|_Oct_25,2025-11-16,Male,Unknown,INR,0.00,2,0
ME_Search_|_Oct_25,2025-11-16,Female,Unknown,INR,24.11,1,1
ME_Search_|_Oct_25,2025-11-16,Unknown,Unknown,INR,1233.72,"1,020",81
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-16,Female,Unknown,INR,0.00,1,0
PRO_Search_|_Oct_25,2025-11-17,Male,18 - 24,INR,253.32,369,27
PRO_Search_|_Oct_25,2025-11-17,Female,18 - 24,INR,556.73,786,67
PRO_Search_|_Oct_25,2025-11-17,Unknown,18 - 24,INR,0.00,0,0
ME_Search_|_Oct_25,2025-11-17,Male,18 - 24,INR,382.67,199,20
ME_Search_|_Oct_25,2025-11-17,Female,18 - 24,INR,720.58,420,35
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-17,Female,18 - 24,INR,187.44,"1,880",69
PRO_Search_|_Oct_25,2025-11-17,Male,25 - 34,INR,669.22,593,61
PRO_Search_|_Oct_25,2025-11-17,Female,25 - 34,INR,1022.09,"1,167",109
PRO_Search_|_Oct_25,2025-11-17,Unknown,25 - 34,INR,0.68,2,2
ME_Search_|_Oct_25,2025-11-17,Male,25 - 34,INR,1035.14,402,45
ME_Search_|_Oct_25,2025-11-17,Female,25 - 34,INR,1443.30,675,72
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-17,Female,25 - 34,INR,530.59,"4,964",189
PRO_Search_|_Oct_25,2025-11-17,Male,35 - 44,INR,202.52,246,19
PRO_Search_|_Oct_25,2025-11-17,Female,35 - 44,INR,462.53,323,25
PRO_Search_|_Oct_25,2025-11-17,Unknown,35 - 44,INR,0.73,1,1
ME_Search_|_Oct_25,2025-11-17,Male,35 - 44,INR,533.02,224,20
ME_Search_|_Oct_25,2025-11-17,Female,35 - 44,INR,338.59,215,18
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-17,Female,35 - 44,INR,217.48,"2,360",76
PRO_Search_|_Oct_25,2025-11-17,Male,45 - 54,INR,154.23,94,6
PRO_Search_|_Oct_25,2025-11-17,Female,45 - 54,INR,71.92,98,6
PRO_Search_|_Oct_25,2025-11-17,Unknown,45 - 54,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-17,Male,45 - 54,INR,156.68,86,10
ME_Search_|_Oct_25,2025-11-17,Female,45 - 54,INR,158.62,50,4
PRO_Search_|_Oct_25,2025-11-17,Male,55 - 64,INR,14.60,31,2
PRO_Search_|_Oct_25,2025-11-17,Female,55 - 64,INR,0.00,5,0
ME_Search_|_Oct_25,2025-11-17,Male,55 - 64,INR,2.58,27,1
ME_Search_|_Oct_25,2025-11-17,Female,55 - 64,INR,0.00,17,0
PRO_Search_|_Oct_25,2025-11-17,Male,65+,INR,0.00,13,0
PRO_Search_|_Oct_25,2025-11-17,Female,65+,INR,0.00,6,0
ME_Search_|_Oct_25,2025-11-17,Male,65+,INR,13.34,23,2
ME_Search_|_Oct_25,2025-11-17,Female,65+,INR,0.00,9,0
PRO_Search_|_Oct_25,2025-11-17,Male,Unknown,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-17,Female,Unknown,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-17,Unknown,Unknown,INR,1173.19,"1,531",126
ME_Search_|_Oct_25,2025-11-17,Male,Unknown,INR,0.00,4,0
ME_Search_|_Oct_25,2025-11-17,Female,Unknown,INR,0.00,8,0
ME_Search_|_Oct_25,2025-11-17,Unknown,Unknown,INR,2234.32,"1,484",121
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-17,Female,Unknown,INR,0.00,1,0
PRO_Search_|_Oct_25,2025-11-18,Male,18 - 24,INR,476.08,306,45
PRO_Search_|_Oct_25,2025-11-18,Female,18 - 24,INR,477.89,705,52
ME_Search_|_Oct_25,2025-11-18,Male,18 - 24,INR,243.17,175,17
ME_Search_|_Oct_25,2025-11-18,Female,18 - 24,INR,624.46,317,33
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-18,Female,18 - 24,INR,223.77,"1,856",83
PRO_Search_|_Oct_25,2025-11-18,Male,25 - 34,INR,579.30,580,58
PRO_Search_|_Oct_25,2025-11-18,Female,25 - 34,INR,1001.09,"1,075",101
ME_Search_|_Oct_25,2025-11-18,Male,25 - 34,INR,419.94,294,26
ME_Search_|_Oct_25,2025-11-18,Female,25 - 34,INR,890.39,426,52
ME_Search_|_Oct_25,2025-11-18,Unknown,25 - 34,INR,6.30,1,1
